Pbar,mNL,n_points,E_roots,x_roots,tau_roots
486.0,0.051,3,10.7148200183; 40.0851245197; 221.8070510467,0.0880975461; 0.1276434555; 0.1464384144,0.2089655240; 0.0374376350; 0.0046496509
486.0,0.0515,3,11.1118296750; 37.3620852674; 225.7089958164,0.0897803606; 0.1263462847; 0.1465551677,0.1988345750; 0.0408589139; 0.0045441072
486.0,0.052,3,11.5671209973; 34.7356070932; 229.4291832957,0.0915860030; 0.1249341317; 0.1466641399,0.1882441239; 0.0447535011; 0.0044466907
486.0,0.0525,3,12.1015494758; 32.1679111206; 232.9852402530,0.0935537350; 0.1233667835; 0.1467662801,0.1770329842; 0.0492836543; 0.0043563402
486.0,0.053,3,12.7507511911; 29.6091647816; 236.3920418791,0.0957493721; 0.1215776385; 0.1468623722,0.1649296343; 0.0547217731; 0.0042721862
486.0,0.0535,3,13.5851062184; 26.9769392914; 239.6622919940,0.0983002483; 0.1194387054; 0.1469530719,0.1514061684; 0.0615964934; 0.0041935077
486.0,0.054,3,14.7871970630; 24.0783219939; 242.8069532920,0.1015292007; 0.1166265907; 0.1470389331,0.1351173400; 0.0712536747; 0.0041197001
486.0,0.0545,3,17.6701645012; 19.5912362065; 245.8355726306,0.1076829870; 0.1108940623; 0.1471204288,0.1066400390; 0.0931169472; 0.0040502514
487.0,0.045,3,7.9485788229; 113.6567267671; 130.4446609789,0.0724861309; 0.1412236631; 0.1424492771,0.3149494492; 0.0105993937; 0.0089837407
487.0,0.0455,3,8.1041052400; 93.9304641671; 151.9822302483,0.0736000373; 0.1393568306; 0.1437036191,0.3066695515; 0.0133169077; 0.0074684712
487.0,0.046,3,8.2681485508; 83.8799055606; 163.7977597633,0.0747370224; 0.1381425555; 0.1442824231,0.2983318494; 0.0152507864; 0.0068164217
487.0,0.0465,3,8.4416505570; 76.3876878460; 173.0087833506,0.0758991986; 0.1370723662; 0.1446920446,0.2899281731; 0.0170638493; 0.0063729588
487.0,0.047,3,8.6257167247; 70.2635826109; 180.8054925492,0.0770890163; 0.1360617997; 0.1450144932,0.2814489974; 0.0188693574; 0.0060343621
487.0,0.0475,3,8.8216571870; 65.0253600504; 187.6698338613,0.0783093436; 0.1350756047; 0.1452821487,0.2728831146; 0.0207188424; 0.0057603222
487.0,0.048,3,9.0310416473; 60.4189064264; 193.8553384346,0.0795635735; 0.1340937571; 0.1455116393,0.2642171988; 0.0226460553; 0.0055304283
487.0,0.0485,3,9.2557743324; 56.2897853270; 199.5154877731,0.0808557682; 0.1331023600; 0.1457127968,0.2554352147; 0.0246789578; 0.0053327673
487.0,0.049,3,9.4981986217; 52.5349676902; 204.7518808964,0.0821908589; 0.1320901203; 0.1458919802,0.2465175976; 0.0268447391; 0.0051597275
487.0,0.0495,3,9.7612469141; 49.0808216891; 209.6360962958,0.0835749301; 0.1310465731; 0.1460535673,0.2374400869; 0.0291728531; 0.0050061280
487.0,0.05,3,10.0486618874; 45.8716451207; 214.2209398972,0.0850156350; 0.1299609053; 0.1462007152,0.2281720150; 0.0316976751; 0.0048682729
487.0,0.0505,3,10.3653351418; 42.8629972726; 218.5467760706,0.0865228259; 0.1288209028; 0.1463357834,0.2186737064; 0.0344616250; 0.0047434289
487.0,0.051,3,10.7178486480; 40.0173450270; 222.6453415134,0.0881095527; 0.1276116993; 0.1464605859,0.2088923503; 0.0375196058; 0.0046295148
487.0,0.0515,3,11.1153886456; 37.3007269531; 226.5421686159,0.0897937321; 0.1263139478; 0.1465765505,0.1987550835; 0.0409461129; 0.0045249087
487.0,0.052,3,11.5713985915; 34.6794940627; 230.2581930384,0.0916011382; 0.1249007271; 0.1466848222,0.1881565776; 0.0448477742; 0.0044283208
487.0,0.0525,3,12.1068558135; 32.1159293589; 233.8108587216,0.0935712693; 0.1233316025; 0.1467863351,0.1769346296; 0.0493878446; 0.0043387090
487.0,0.053,3,12.7576567948; 29.5600811033; 237.2149004821,0.0957704337; 0.1215394916; 0.1468818613,0.1648156084; 0.0548408189; 0.0042552185
487.0,0.0535,3,13.5948698150; 26.9289427003; 240.4829125732,0.0983272324; 0.1193951451; 0.1469720472,0.1512662040; 0.0617407254; 0.0041771399
487.0,0.054,3,14.8038373057; 24.0269291189; 243.6257709359,0.1015694301; 0.1165702495; 0.1470574394,0.1349202433; 0.0714543409; 0.0041038777
487.0,0.0545,3,17.7980619069; 19.4316721417; 246.6529528693,0.1079141758; 0.1106471873; 0.1471385048,0.1056357941; 0.0941241102; 0.0040349275
488.0,0.045,3,7.9494890666; 111.0962849314; 133.7530277395,0.0724915466; 0.1410097843; 0.1426602082,0.3149089264; 0.0108950207; 0.0087191501
488.0,0.0455,3,8.1050841568; 93.2866956103; 153.3761660541,0.0736057242; 0.1392838814; 0.1437733455,0.3066275631; 0.0134293878; 0.0073883436
488.0,0.046,3,8.2692045572; 83.4822221675; 164.9477975580,0.0747430047; 0.1380882168; 0.1443332394,0.2982882839; 0.0153403912; 0.0067605968
488.0,0.0465,3,8.4427936067; 76.1003358391; 174.0506216181,0.0759055046; 0.1370265000; 0.1447340606,0.2898829019; 0.0171438287; 0.0063283150
488.0,0.047,3,8.6269586992; 70.0406463851; 181.7849910318,0.0770956789; 0.1360209035; 0.1450511785,0.2814018711; 0.0189443350; 0.0059964251
488.0,0.0475,3,8.8230124185; 64.8450627114; 188.6087124447,0.0783164015; 0.1350379700; 0.1453151730,0.2728339576; 0.0207911342; 0.0057269515
488.0,0.048,3,9.0325276304; 60.2690051407; 194.7657810344,0.0795710730; 0.1340583853; 0.1455419549,0.2641658027; 0.0227170839; 0.0055004094
488.0,0.0485,3,9.2574127144; 56.1626387162; 200.4050739013,0.0808637650; 0.1330685921; 0.1457410069,0.2553813288; 0.0247497388; 0.0053053352
488.0,0.049,3,9.5000166135; 52.4254519289; 205.6256681067,0.0821994214; 0.1320574782; 0.1459184944,0.2464609160; 0.0269160958; 0.0051343647
488.0,0.0495,3,9.7632793575; 48.9853137543; 210.4976348222,0.0835841437; 0.1310146781; 0.1460786791,0.2373802295; 0.0292455342; 0.0049824658
488.0,0.05,3,10.0509543841; 45.7874729553; 215.0728193195,0.0850256084; 0.1299294303; 0.1462246429,0.2281084992; 0.0317724360; 0.0048460382
488.0,0.0505,3,10.3679489817; 42.7881173725; 219.3909427589,0.0865337011; 0.1287895380; 0.1463586946,0.2186059046; 0.0345393023; 0.0047224128
488.0,0.051,3,10.7208689521; 39.9501388866; 223.4832940014,0.0881215215; 0.1275801210; 0.1464826126,0.2088194192; 0.0376012062; 0.0046095536
488.0,0.0515,3,11.1189386566; 37.2398607725; 227.3750835665,0.0898070639; 0.1262817806; 0.1465977986,0.1986758438; 0.0410329467; 0.0045058713
488.0,0.052,3,11.5756667798; 34.6238072389; 231.0870096118,0.0916162321; 0.1248674850; 0.1467053785,0.1880692906; 0.0449416867; 0.0044101005
488.0,0.0525,3,12.1121529631; 32.0643190363; 234.6363369056,0.0935887620; 0.1232965771; 0.1468062715,0.1768365358; 0.0494916835; 0.0043212175
488.0,0.053,3,12.7645556614; 29.5113210552; 238.0376625207,0.0957914577; 0.1215014899; 0.1469012382,0.1647018253; 0.0549595404; 0.0042383819
488.0,0.0535,3,13.6046380224; 26.8812202915; 241.3034730772,0.0983541996; 0.1193517036; 0.1469909159,0.1511263917; 0.0618847318; 0.0041608957
488.0,0.054,3,14.8205524299; 23.9757078645; 244.4445592112,0.1016097695; 0.1165138953; 0.1470758440,0.1347227520; 0.0716553353; 0.0040881724
488.0,0.0545,3,17.9557885385; 19.2424977668; 247.4703297668,0.1081956084; 0.1103501613; 0.1471564834,0.1044197107; 0.0953430519; 0.0040197149
489.0,0.045,3,7.9503959830; 109.1419024754; 136.4555879914,0.0724969418; 0.1408408897; 0.1428261705,0.3148685595; 0.0111313429; 0.0085137482
489.0,0.0455,3,8.1060595251; 92.6715555323; 154.7417243394,0.0736113896; 0.1392133792; 0.1438406412,0.3065857355; 0.0135385441; 0.0073114191
489.0,0.046,3,8.2702567713; 83.0953806002; 166.0872426349,0.0747489647; 0.1380349380; 0.1443830132,0.2982448844; 0.0154285028; 0.0067061397
489.0,0.0465,3,8.4439325950; 75.8188815901; 175.0868094501,0.0759117872; 0.1369812899; 0.1447754391,0.2898378023; 0.0172228471; 0.0062845019
489.0,0.047,3,8.6281963144; 69.8214702443; 182.7609750333,0.0771023169; 0.1359804810; 0.1450874097,0.2813549221; 0.0190185900; 0.0059590752
489.0,0.0475,3,8.8243629597; 64.6673876006; 189.5452127551,0.0783234337; 0.1350007082; 0.1453478453,0.2727849843; 0.0208628336; 0.0056940319
489.0,0.048,3,9.0340085545; 60.1210414493; 195.6745284200,0.0795785454; 0.1340233234; 0.1455719829,0.2641145970; 0.0227875998; 0.0054707559
489.0,0.0485,3,9.2590456259; 56.0369829510; 201.2934100670,0.0808717334; 0.1330350920; 0.1457689729,0.2553276406; 0.0248200588; 0.0052782102
489.0,0.049,3,9.5018286754; 52.3171181713; 206.4985127811,0.0822079540; 0.1320250738; 0.1459447963,0.2464044398; 0.0269870265; 0.0051092669
489.0,0.0495,3,9.7653053584; 48.8907649061; 211.3584524009,0.0835933256; 0.1309829986; 0.1461036023,0.2373205856; 0.0293178135; 0.0049590369
489.0,0.05,3,10.0532398698; 45.7040935105; 215.9241429192,0.0850355482; 0.1298981542; 0.1462484005,0.2280452060; 0.0318468117; 0.0048240120
489.0,0.0505,3,10.3705551892; 42.7139026805; 220.2346799806,0.0865445409; 0.1287583593; 0.1463814506,0.2185383346; 0.0346166054; 0.0047015854
489.0,0.051,3,10.7238809680; 39.8834980652; 224.3209158203,0.0881334527; 0.1275487187; 0.1465044961,0.2087467294; 0.0376824398; 0.0045897649
489.0,0.0515,3,11.1224797471; 37.1794801841; 228.2077464893,0.0898203561; 0.1262497813; 0.1466189137,0.1985968547; 0.0411194183; 0.0044869929
489.0,0.052,3,11.5799256025; 34.5685412212; 231.9156376999,0.0916312849; 0.1248344041; 0.1467258102,0.1879822616; 0.0450352417; 0.0043920278
489.0,0.0525,3,12.1174409669; 32.0130756394; 235.4616786045,0.0936062133; 0.1232617058; 0.1468260905,0.1767387012; 0.0495951738; 0.0043038640
489.0,0.053,3,12.7714478450; 29.4628808166; 238.8603310948,0.0958124443; 0.1214636319; 0.1469205040,0.1645882835; 0.0550779402; 0.0042216750
489.0,0.0535,3,13.6144109884; 26.8337687162; 242.1239760451,0.0983811504; 0.1193083796; 0.1470096791,0.1509867291; 0.0620285161; 0.0041447738
489.0,0.054,3,14.8373439372; 23.9246539874; 245.2633202022,0.1016502218; 0.1164575245; 0.1470941479,0.1345248535; 0.0718566718; 0.0040725829
489.0,0.0545,3,18.1800366773; 18.9870184364; 248.2877050342,0.1085889081; 0.1099413601; 0.1471743656,0.1027320386; 0.0970335234; 0.0040046124
490.0,0.045,3,7.9512995904; 107.5207732699; 138.8251470961,0.0725023166; 0.1406968983; 0.1429672452,0.3148283475; 0.0113348223; 0.0083410733
490.0,0.0455,3,8.1070313641; 92.0823938742; 156.0815544003,0.0736170338; 0.1391451111; 0.1439057193,0.3065440678; 0.0136446627; 0.0072374123
490.0,0.046,3,8.2713052138; 82.7187973482; 167.2166777467,0.0747549024; 0.1379826678; 0.1444317959,0.2982016500; 0.0155151918; 0.0066529806
490.0,0.0465,3,8.4450675439; 75.5430958135; 176.1175753790,0.0759180466; 0.1369367136; 0.1448162022,0.2897928732; 0.0173009355; 0.0062414893
490.0,0.047,3,8.6294295935; 69.6059378313; 183.7335601620,0.0771089306; 0.1359405200; 0.1451231991,0.2813081497; 0.0190921403; 0.0059222952
490.0,0.0475,3,8.8257088352; 64.4922664799; 190.4794022861,0.0783304403; 0.1349638112; 0.1453801735,0.2727361937; 0.0209339526; 0.0056615523
490.0,0.048,3,9.0354844458; 59.9749714335; 196.5816237698,0.0795859910; 0.1339885659; 0.1456017286,0.2640635808; 0.0228576114; 0.0054414602
490.0,0.0485,3,9.2606730950; 55.9127878735; 202.1805256912,0.0808796734; 0.1330018552; 0.1457966992,0.2552741490; 0.0248899245; 0.0052513864
490.0,0.049,3,9.5036348371; 52.2099446987; 207.3704359053,0.0822164566; 0.1319929037; 0.1459708890,0.2463481679; 0.0270575369; 0.0050844293
490.0,0.0495,3,9.7673249483; 48.7971589220; 212.2185645248,0.0836024759; 0.1309515320; 0.1461283396,0.2372611543; 0.0293896956; 0.0049358373
490.0,0.05,3,10.0555183780; 45.6214943149; 216.7749224414,0.0850454546; 0.1298670745; 0.1462719903,0.2279821339; 0.0319208062; 0.0048021910
490.0,0.0505,3,10.3731537997; 42.6403433829; 221.0779968262,0.0865553453; 0.1287273645; 0.1464040532,0.2184709951; 0.0346935380; 0.0046809438
490.0,0.051,3,10.7268847329; 39.8174146905; 225.1582141223,0.0881453467; 0.1275174906; 0.1465262382,0.2086742796; 0.0377633097; 0.0045701462
490.0,0.0515,3,11.1260119560; 37.1195787707; 229.0401630851,0.0898336091; 0.1262179484; 0.1466398971,0.1985181150; 0.0412055309; 0.0044682715
490.0,0.052,3,11.5841750998; 34.5136907062; 232.7440818933,0.0916462967; 0.1248014828; 0.1467461187,0.1878954892; 0.0451284420; 0.0043741010
490.0,0.0525,3,12.1227198674; 31.9621947326; 236.2868875435,0.0936236234; 0.1232269872; 0.1468457934,0.1766411247; 0.0496983182; 0.0042866467
490.0,0.053,3,12.7783333996; 29.4147566294; 239.6829092451,0.0958333938; 0.1214259164; 0.1469396599,0.1644749816; 0.0551960212; 0.0042050960
490.0,0.0535,3,13.6241888614; 26.7865846757; 242.9444239684,0.0984080852; 0.1192651716; 0.1470283377,0.1508472142; 0.0621720815; 0.0041287727
490.0,0.054,3,14.8542133688; 23.8737632469; 246.0820559541,0.1016907899; 0.1164011331; 0.1471123520,0.1343265347; 0.0720583643; 0.0040571079
491.0,0.045,3,7.9521999071; 106.1181009866; 140.9765006181,0.0725076712; 0.1405693391; 0.1430919030,0.3147882895; 0.0115166202; 0.0081899649
491.0,0.0455,3,8.1079996932; 91.5169361614; 157.3979299525,0.0736226568; 0.1390788936; 0.1439687631,0.3065025590; 0.0137479895; 0.0071660780
491.0,0.046,3,8.2723499049; 82.3519372136; 168.3366373371,0.0747608180; 0.1379313588; 0.1444796345,0.2981585797; 0.0156005227; 0.0066010557
491.0,0.0465,3,8.4461984749; 75.2727628373; 177.1431343272,0.0759242828; 0.1368927501; 0.1448563707,0.2897481138; 0.0173781233; 0.0061992485
491.0,0.047,3,8.6306585594; 69.3939382361; 184.7028565830,0.0771155200; 0.1359010085; 0.1451585585,0.2812615527; 0.0191650027; 0.0058860691
491.0,0.0475,3,8.8270500694; 64.3196337716; 191.4113458746,0.0783374214; 0.1349272715; 0.1454121653,0.2726875848; 0.0210045024; 0.0056295023
491.0,0.048,3,9.0369553302; 59.8307526526; 197.4871087877,0.0795934097; 0.1339541072; 0.1456311975,0.2640127528; 0.0229271271; 0.0054125147
491.0,0.0485,3,9.2622951491; 55.7900242246; 203.0664493001,0.0808875852; 0.1329688776; 0.1458241897,0.2552208528; 0.0249593424; 0.0052248581
491.0,0.049,3,9.5054351279; 52.1039103756; 208.2414578853,0.0822249295; 0.1319609644; 0.1459967759,0.2462920990; 0.0271276321; 0.0050598475
491.0,0.0495,3,9.7693381586; 48.7044799779; 213.0779862918,0.0836115948; 0.1309202753; 0.1461528935,0.2372019342; 0.0294611852; 0.0049128634
491.0,0.05,3,10.0577899419; 45.5396631805; 217.6251693514,0.0850553279; 0.1298361891; 0.1462954145,0.2279192819; 0.0319944235; 0.0047805721
491.0,0.0505,3,10.3757448484; 42.5674298741; 221.9209021817,0.0865661145; 0.1286965517; 0.1464265043,0.2184038848; 0.0347701037; 0.0046604856
491.0,0.051,3,10.7298802839; 39.7518810472; 225.9951959065,0.0881572035; 0.1274864348; 0.1465478403,0.2086020687; 0.0378438193; 0.0045506954
491.0,0.0515,3,11.1295353216; 37.0601502358; 229.8723389375,0.0898468229; 0.1261862800; 0.1466607504,0.1984396232; 0.0412912875; 0.0044497049
491.0,0.052,3,11.5884153114; 34.4592504857; 233.5723466908,0.0916612678; 0.1247687195; 0.1467663051,0.1878089723; 0.0452212904; 0.0043563182
491.0,0.0525,3,12.1279897063; 31.9116719563; 237.1119673757,0.0936409925; 0.1231924200; 0.1468653814,0.1765438048; 0.0498011195; 0.0042695641
491.0,0.053,3,12.7852123790; 29.3669447971; 240.5053999543,0.0958543065; 0.1213883421; 0.1469587069,0.1643619180; 0.0553137860; 0.0041886437
491.0,0.0535,3,13.6339717910; 26.7396649206; 243.7648192915,0.0984350043; 0.1192220781; 0.1470468928,0.1507078445; 0.0623154316; 0.0041128911
491.0,0.054,3,14.8711623071; 23.8230314028; 246.9007684741,0.1017314767; 0.1163447172; 0.1471304573,0.1341277822; 0.0722604271; 0.0040417462
492.0,0.045,3,7.9530969509; 104.8726798290; 142.9708535939,0.0725130057; 0.1404536850; 0.1432046709,0.3147483847; 0.0116827010; 0.0080544591
492.0,0.0455,3,8.1089645314; 90.9732132848; 158.6928193502,0.0736282588; 0.1390145674; 0.1440299316,0.3064612082; 0.0138487381; 0.0070972032
492.0,0.046,3,8.2733908650; 81.9943079414; 169.4476129113,0.0747667117; 0.1378809674; 0.1445265727,0.2981156725; 0.0156845554; 0.0065503058
492.0,0.0465,3,8.4473254095; 75.0076795135; 178.1636886973,0.0759304959; 0.1368493798; 0.1448959643,0.2897035229; 0.0174544381; 0.0061577526
492.0,0.047,3,8.6318832349; 69.1853656520; 185.6689693618,0.0771220853; 0.1358619351; 0.1451934989,0.2812151301; 0.0192371935; 0.0058503812
492.0,0.0475,3,8.8283866866; 64.1494264192; 192.3411058402,0.0783443772; 0.1348910814; 0.1454438279,0.2726391565; 0.0210744939; 0.0055978716
492.0,0.048,3,9.0384212337; 59.6883440774; 198.3910237699,0.0796008018; 0.1339199419; 0.1456603948,0.2639621122; 0.0229961550; 0.0053839120
492.0,0.0485,3,9.2639118159; 55.6686636075; 203.9512085614,0.0808954690; 0.1329361552; 0.1458514484,0.2551677511; 0.0250283189; 0.0051986199
492.0,0.049,3,9.5072295772; 51.9989946290; 209.1115985687,0.0822333729; 0.1319292528; 0.1460224599,0.2462362322; 0.0271973175; 0.0050355172
492.0,0.0495,3,9.7713450204; 48.6127126353; 213.9367324183,0.0836206825; 0.1308892259; 0.1461772667,0.2371429243; 0.0295322867; 0.0048901116
492.0,0.05,3,10.0600545946; 45.4585881940; 218.4748948436,0.0850651681; 0.1298054954; 0.1463186751,0.2278566487; 0.0320676676; 0.0047591524
492.0,0.0505,3,10.3783283703; 42.4951527507; 222.7634047349,0.0865768489; 0.1286659187; 0.1464488058,0.2183370026; 0.0348463061; 0.0046402080
492.0,0.051,3,10.7328676577; 39.6868895726; 226.8318680230,0.0881690233; 0.1274555495; 0.1465693043,0.2085300952; 0.0379239717; 0.0045314101
492.0,0.0515,3,11.1330498824; 37.0011884008; 230.7042795158,0.0898599978; 0.1261547748; 0.1466814749,0.1983613781; 0.0413766910; 0.0044312913
492.0,0.052,3,11.5926462769; 34.4052154439; 234.4004365025,0.0916761984; 0.1247361128; 0.1467863709,0.1877227093; 0.0453137897; 0.0043386775
492.0,0.0525,3,12.1332505254; 31.8615030247; 237.9369216837,0.0936583208; 0.1231580028; 0.1468848556,0.1764467402; 0.0499035802; 0.0042526146
492.0,0.053,3,12.7920848367; 29.3194416831; 241.3278061489,0.0958751824; 0.1213509077; 0.1469776461,0.1642490914; 0.0554312371; 0.0041723164
492.0,0.0535,3,13.6437599277; 26.6930062497; 244.5851644133,0.0984619083; 0.1191790979; 0.1470653453,0.1505686179; 0.0624585694; 0.0040971277
492.0,0.054,3,14.8881923772; 23.7724542126; 247.7194597320,0.1017722853; 0.1162882729; 0.1471484647,0.1339285824; 0.0724628748; 0.0040264964
493.0,0.045,3,7.9539907400; 103.7473119869; 144.8454030775,0.0725183201; 0.1403471781; 0.1433083069,0.3147086321; 0.0118366981; 0.0079309234
493.0,0.0455,3,8.1099258977; 90.4495072868; 159.9679397998,0.0736338399; 0.1389519935; 0.1440893641,0.3064200145; 0.0139470953; 0.0070306018
493.0,0.046,3,8.2744281141; 81.6454555913; 170.5500576629,0.0747725834; 0.1378314534; 0.1445726507,0.2980729276; 0.0157673449; 0.0065006766
493.0,0.0465,3,8.4484483689; 74.7476542383; 179.1794293513,0.0759366862; 0.1368065839; 0.1449350016,0.2896590998; 0.0175299060; 0.0061169762
493.0,0.047,3,8.6331036427; 68.9801190593; 186.6319987807,0.0771286266; 0.1358232891; 0.1452280313,0.2811688810; 0.0193087283; 0.0058152169
493.0,0.0475,3,8.8297187107; 63.9815837572; 193.2687421152,0.0783513078; 0.1348552339; 0.1454751684,0.2725909079; 0.0211439378; 0.0055666504
493.0,0.048,3,9.0398821817; 59.5477060272; 199.2934076678,0.0796081675; 0.1338860649; 0.1456893256,0.2639116578; 0.0230647029; 0.0053556452
493.0,0.0485,3,9.2655231225; 55.5486784541; 204.8348303176,0.0809033249; 0.1329036838; 0.1458784791,0.2551148426; 0.0250968602; 0.0051726663
493.0,0.049,3,9.5090182139; 51.8951774285; 209.9808772638,0.0822417868; 0.1318977656; 0.1460479443,0.2461805662; 0.0272665981; 0.0050114340
493.0,0.0495,3,9.7733455646; 48.5218418286; 214.7948172515,0.0836297392; 0.1308583812; 0.1462014617,0.2370841234; 0.0296030045; 0.0048675784
493.0,0.05,3,10.0623123688; 45.3782577086; 219.3241098492,0.0850749755; 0.1297749913; 0.1463417744,0.2277942333; 0.0321405423; 0.0047379289
493.0,0.0505,3,10.3809044000; 42.4235028058; 223.6055129804,0.0865875484; 0.1286354637; 0.1464709595,0.2182703472; 0.0349221485; 0.0046201086
493.0,0.051,3,10.7358468907; 39.6224328529; 227.6682371768,0.0881808064; 0.1274248331; 0.1465906315,0.2084583581; 0.0380037703; 0.0045122882
493.0,0.0515,3,11.1365556763; 36.9426872023; 231.5359901778,0.0898731339; 0.1261234309; 0.1467020721,0.1982833785; 0.0414617444; 0.0044130286
493.0,0.052,3,11.5968680357; 34.3515805559; 235.2283556513,0.0916910887; 0.1247036613; 0.1468063173,0.1876366992; 0.0454059427; 0.0043211774
493.0,0.0525,3,12.1385023663; 31.8116837248; 238.7617539811,0.0936756084; 0.1231237342; 0.1469042171,0.1763499296; 0.0500057030; 0.0042357965
493.0,0.053,3,12.7989508263; 29.2722437095; 242.1501306999,0.0958960220; 0.1213136118; 0.1469964786,0.1641365002; 0.0555483772; 0.0041561128
493.0,0.0535,3,13.6535534227; 26.6466055086; 245.4054616878,0.0984887974; 0.1191362295; 0.1470836962,0.1504295320; 0.0626014984; 0.0040814810
493.0,0.054,3,14.9053052486; 23.7220274293; 248.5381316609,0.1018132189; 0.1162317962; 0.1471663750,0.1337289214; 0.0726657223; 0.0040113574
494.0,0.045,3,7.9548812919; 102.7173967945; 146.6247489823,0.0725236147; 0.1402479901; 0.1434046390,0.3146690309; 0.0119810195; 0.0078169501
