Pbar,mNL,n_points,E_roots,x_roots,tau_roots
477.0,0.0495,3,9.7405610529; 50.0925336406; 200.9773393035,0.0834810112; 0.1313780515; 0.1457914396,0.2380506741; 0.0284228469; 0.0052564695
477.0,0.05,3,10.0253437909; 46.7599314522; 205.6687728940,0.0849140170; 0.1302871614; 0.1459515538,0.2288196770; 0.0309279243; 0.0051028286
477.0,0.0505,3,10.3387690064; 43.6507031871; 210.0793298429,0.0864120808; 0.1291452736; 0.1460976796,0.2193647482; 0.0336634255; 0.0049645995
477.0,0.051,3,10.6871813973; 40.7223519530; 214.2459379175,0.0879877585; 0.1279375945; 0.1462320523,0.2096352192; 0.0366826484; 0.0048391634
477.0,0.0515,3,11.0793892003; 37.9376010860; 218.1978131330,0.0896581974; 0.1266452445; 0.1463564018,0.1995615537; 0.0400571462; 0.0047245138
477.0,0.052,3,11.5281926066; 35.2607461067; 221.9585806454,0.0914478922; 0.1252423585; 0.1464720962,0.1890439352; 0.0438883176; 0.0046190785
477.0,0.0525,3,12.0533718346; 32.6532472104; 225.5476953859,0.0933940179; 0.1236906568; 0.1465802381,0.1779301368; 0.0483296545; 0.0045216018
477.0,0.053,3,12.6882885473; 30.0661445384; 228.9814265039,0.0955580875; 0.1219277221; 0.1466817298,0.1659670424; 0.0536353010; 0.0044310651
477.0,0.0535,3,13.4974173720; 27.4218257240; 232.2735593724,0.0980565655; 0.1198363389; 0.1467773200,0.1526730650; 0.0602876907; 0.0043466301
477.0,0.054,3,14.6405746207; 24.5492851648; 235.4359086124,0.1011716485; 0.1171336807; 0.1468676370,0.1368754242; 0.0694603103; 0.0042675992
477.0,0.0545,3,16.9547902149; 20.6018701012; 238.4787010506,0.1063382849; 0.1123842642; 0.1469532135,0.1125753782; 0.0871524964; 0.0041933855
478.0,0.0455,3,8.0951320360; 101.8497455670; 137.3228645270,0.0735478731; 0.1401901515; 0.1429000645,0.3070548378; 0.0120655802; 0.0084230815
478.0,0.046,3,8.2584703814; 88.0775468254; 152.8402657335,0.0746821540; 0.1386907049; 0.1437667813,0.2987315698; 0.0143615646; 0.0073958686
478.0,0.0465,3,8.4311766798; 79.2856720702; 163.3316784993,0.0758413691; 0.1375191340; 0.1442807831,0.2903434991; 0.0162945781; 0.0068182272
478.0,0.047,3,8.6143388856; 72.4616528100; 171.8095396760,0.0770279259; 0.1364535536; 0.1446615444,0.2818812902; 0.0181586640; 0.0064054649
478.0,0.0475,3,8.8092448936; 66.7788255396; 179.1002399149,0.0782446394; 0.1354325850; 0.1449676258,0.2733339717; 0.0200393878; 0.0060830026
478.0,0.048,3,9.0174357362; 61.8632871909; 185.5771170383,0.0794948351; 0.1344270911; 0.1452248356,0.2646885152; 0.0219821653; 0.0058184666
478.0,0.0485,3,9.2407780354; 57.5066657779; 191.4476148445,0.0807824883; 0.1334190922; 0.1454471755,0.2559292677; 0.0240199874; 0.0055945325
478.0,0.049,3,9.4815648565; 53.5777020967; 196.8416023438,0.0821124166; 0.1323952054; 0.1456432080,0.2470371646; 0.0261823924; 0.0054007396
478.0,0.0495,3,9.7426597029; 49.9864444424; 201.8470367357,0.0834905516; 0.1313438300; 0.1458185994,0.2379886142; 0.0284998248; 0.0052302472
478.0,0.05,3,10.0277082883; 46.6670770318; 206.5269248057,0.0849243357; 0.1302535536; 0.1459773170,0.2287538688; 0.0310067796; 0.0050783199
478.0,0.0505,3,10.3414611689; 43.5685810886; 210.9283407098,0.0864233212; 0.1291119241; 0.1461222581,0.2192945590; 0.0337450594; 0.0049415356
478.0,0.051,3,10.6902866835; 40.6490219137; 215.0876273824,0.0880001132; 0.1279041467; 0.1462556102,0.2095598032; 0.0367681135; 0.0048173376
478.0,0.0515,3,11.0830306037; 37.8714970886; 219.0335900231,0.0896719353; 0.1266112998; 0.1463790687,0.1994797348; 0.0401477813; 0.0047037632
478.0,0.052,3,11.5325567103; 35.2005369039; 222.7895563585,0.0914634087; 0.1252074167; 0.1464939769,0.1889539934; 0.0439859737; 0.0045992718
478.0,0.0525,3,12.0587628195; 32.5977056722; 226.3747605003,0.0934119365; 0.1236540084; 0.1466014186,0.1778293729; 0.0484371379; 0.0045026320
478.0,0.053,3,12.6952572567; 30.0139651964; 229.8053041378,0.0955794981; 0.1218882055; 0.1467022817,0.1658507631; 0.0537573937; 0.0044128430
478.0,0.0535,3,13.5071459829; 27.3712019317; 233.0948433224,0.0980837197; 0.1197916423; 0.1467973035,0.1525316300; 0.0604341076; 0.0043290813
478.0,0.054,3,14.6566026374; 24.4961552027; 236.2550912248,0.1012110055; 0.1170772933; 0.1468871036,0.1366813491; 0.0696585991; 0.0042506602
478.0,0.0545,3,17.0153849021; 20.5075259484; 239.2961939886,0.1064557052; 0.1122502815; 0.1469722073,0.1120506955; 0.0876806788; 0.0041770019
479.0,0.0455,3,8.0961437855; 100.6723207421; 139.2481630021,0.0735537580; 0.1400732542; 0.1430135855,0.3070113596; 0.0122373928; 0.0082847389
479.0,0.046,3,8.2595614667; 87.5438226206; 154.1240676149,0.0746883434; 0.1386234758; 0.1438303254,0.2986864662; 0.0144691883; 0.0073231848
479.0,0.0465,3,8.4323572876; 78.9319405596; 164.4376358288,0.0758478918; 0.1374660911; 0.1443298034,0.2902966386; 0.0163849823; 0.0067643642
479.0,0.047,3,8.6156211626; 72.1985257713; 172.8269842008,0.0770348156; 0.1364077249; 0.1447029793,0.2818325202; 0.0182410988; 0.0063613251
479.0,0.0475,3,8.8106434740; 66.5713348296; 180.0640821297,0.0782519356; 0.1353911773; 0.1450042288,0.2732831129; 0.0201176200; 0.0060449981
479.0,0.048,3,9.0189684584; 61.6936885011; 186.5050416617,0.0795025850; 0.1343886400; 0.1452580240,0.2646353555; 0.0220582433; 0.0057847612
479.0,0.0485,3,9.2424669365; 57.3645758476; 192.3499425616,0.0807907487; 0.1333826995; 0.1454777906,0.2558735520; 0.0240952501; 0.0055640422
479.0,0.049,3,9.4834375856; 53.4564629966; 197.7249240636,0.0821212570; 0.1323602548; 0.1456717965,0.2469785822; 0.0262578514; 0.0053727631
479.0,0.0495,3,9.7447515832; 49.8815017692; 202.7158332889,0.0835000585; 0.1313098561; 0.1458455401,0.2379267801; 0.0285763484; 0.0052043013
479.0,0.05,3,10.0300654274; 46.5751577600; 207.3843859405,0.0849346191; 0.1302201717; 0.1460028848,0.2286882956; 0.0310852044; 0.0050540553
479.0,0.0505,3,10.3441453320; 43.4872352175; 211.7768185312,0.0864345243; 0.1290787839; 0.1461466600,0.2192246145; 0.0338262790; 0.0049186907
479.0,0.051,3,10.6933832958; 40.5763455530; 215.9289052259,0.0880124284; 0.1278708954; 0.1462790063,0.2094846417; 0.0368531753; 0.0047957106
479.0,0.0515,3,11.0866626851; 37.8059502381; 219.8690507032,0.0896856316; 0.1265775413; 0.1464015862,0.1993981801; 0.0402380207; 0.0046831946
479.0,0.052,3,11.5369110336; 35.1408073068; 223.6202921220,0.0914788820; 0.1251726526; 0.1465157184,0.1888643233; 0.0440832411; 0.0045796333
479.0,0.0525,3,12.0641442223; 32.5425799970; 227.2016474997,0.0934298115; 0.1236175294; 0.1466224686,0.1777288824; 0.0485442434; 0.0044838185
479.0,0.053,3,12.7022187322; 29.9621469339; 230.6290544108,0.0956008689; 0.1218488471; 0.1467227105,0.1657347404; 0.0538791361; 0.0043947673
479.0,0.0535,3,13.5168779117; 27.3208849149; 233.9160420097,0.0981108534; 0.1197470781; 0.1468171705,0.1523903675; 0.0605802677; 0.0043116700
479.0,0.054,3,14.6726935840; 24.4432355398; 237.0742238115,0.1012504497; 0.1170209251; 0.1469064592,0.1364869823; 0.0698571034; 0.0042338511
479.0,0.0545,3,17.0789603743; 20.4104429118; 240.1136666286,0.1065781818; 0.1121113437; 0.1469910952,0.1115047252; 0.0882300802; 0.0041607414
480.0,0.0455,3,8.0971518055; 99.6034965708; 141.0651188251,0.0735596204; 0.1399651312; 0.1431183498,0.3069680509; 0.0123973905; 0.0081580840
480.0,0.046,3,8.2606485681; 87.0299019375; 155.3883220812,0.0746945092; 0.1385580842; 0.1438920506,0.2986415375; 0.0145742560; 0.0072529252
480.0,0.0465,3,8.4335336308; 78.5870416289; 165.5350148568,0.0758543899; 0.1374139838; 0.1443779078,0.2902499588; 0.0164740354; 0.0067117153
480.0,0.047,3,8.6168988645; 71.9405257720; 173.8395542049,0.0770416795; 0.1363625132; 0.1447438180,0.2817839369; 0.0183226066; 0.0063179698
480.0,0.0475,3,8.8120371346; 66.3672289758; 181.0247903194,0.0782592048; 0.1353502305; 0.1450403929,0.2732324476; 0.0201951311; 0.0060075663
480.0,0.048,3,9.0204958776; 61.5265024760; 187.4308028393,0.0795103065; 0.1343505593; 0.1452908654,0.2645823962; 0.0221337176; 0.0057515047
480.0,0.0485,3,9.2441501077; 57.2242955603; 193.2507083225,0.0807989792; 0.1333466193; 0.1455081181,0.2558180443; 0.0241699826; 0.0055339203
480.0,0.049,3,9.4853041085; 53.3366316026; 198.6070843157,0.0821300659; 0.1323255769; 0.1457001388,0.2469202159; 0.0263328289; 0.0053450992
480.0,0.0495,3,9.7468367274; 49.7776845605; 203.5837492554,0.0835095321; 0.1312761265; 0.1458722650,0.2378651706; 0.0286524236; 0.0051786270
480.0,0.05,3,10.0324152441; 46.4841577817; 208.2411713884,0.0849448673; 0.1301870126; 0.1460282600,0.2286229561; 0.0311632035; 0.0050300310
480.0,0.0505,3,10.3468215335; 43.4066533088; 212.6247748108,0.0864456901; 0.1290458504; 0.1461708874,0.2191549133; 0.0339070886; 0.0048960615
480.0,0.051,3,10.6964712741; 40.5043131704; 216.7697803902,0.0880247043; 0.1278378383; 0.1463022426,0.2094097333; 0.0369378376; 0.0047742793
480.0,0.0515,3,11.0902854857; 37.7409527204; 220.7042022326,0.0896992867; 0.1265439670; 0.1464239559,0.1993168880; 0.0403278681; 0.0046628055
480.0,0.052,3,11.5412556192; 35.0815509236; 224.4507935770,0.0914943122; 0.1251380643; 0.1465373223,0.1887749236; 0.0441801231; 0.0045601608
480.0,0.0525,3,12.0695160878; 32.4878648860; 228.0283609351,0.0934476431; 0.1235812180; 0.1466433894,0.1776286639; 0.0486509739; 0.0044651594
480.0,0.053,3,12.7091730297; 29.9106852985; 231.4526810208,0.0956222002; 0.1218096451; 0.1467430175,0.1656189726; 0.0540005311; 0.0043768361
480.0,0.0535,3,13.5266132989; 27.2708708191; 234.7371584549,0.0981379669; 0.1197026446; 0.1468369220,0.1522492752; 0.0607261745; 0.0042943946
480.0,0.054,3,14.6888486640; 24.3905218094; 237.8933088478,0.1012899834; 0.1169645724; 0.1469257051,0.1362923135; 0.0700558350; 0.0042171703
480.0,0.0545,3,17.1459611459; 20.3101737617; 240.9311210019,0.1067064665; 0.1119666980; 0.1470098783,0.1109342935; 0.0888038753; 0.0041446027
481.0,0.0455,3,8.0981561167; 98.6219986450; 142.7950056053,0.0735654604; 0.1398641095; 0.1432160301,0.3069249106; 0.0125478190; 0.0080408722
481.0,0.046,3,8.2617317075; 86.5342841363; 156.6345289786,0.0747006517; 0.1384944010; 0.1439520858,0.2985967827; 0.0146769440; 0.0071849141
481.0,0.0465,3,8.4347057326; 78.2505463557; 166.6242437166,0.0758608635; 0.1373627718; 0.1444251365,0.2902034587; 0.0165617937; 0.0066602250
481.0,0.047,3,8.6181720159; 71.6874656950; 174.8474360211,0.0770485177; 0.1363178991; 0.1447840798,0.2817355395; 0.0184032151; 0.0062753721
481.0,0.0475,3,8.8134259018; 66.1664075287; 181.9824641537,0.0782664471; 0.1353097333; 0.1450761295,0.2731819746; 0.0202719378; 0.0059706912
481.0,0.048,3,9.0220180218; 61.3616681073; 188.3544608040,0.0795179997; 0.1343128416; 0.1453233672,0.2645296362; 0.0222085998; 0.0057186863
481.0,0.0485,3,9.2458275786; 57.0857847033; 194.1499515680,0.0808071800; 0.1333108461; 0.1455381635,0.2557627433; 0.0242441936; 0.0055041592
481.0,0.049,3,9.4871644570; 53.2181798222; 199.4881104246,0.0821388434; 0.1322911675; 0.1457282393,0.2468620643; 0.0264073316; 0.0053177419
481.0,0.0495,3,9.7489151691; 49.6749723203; 204.4508043667,0.0835189726; 0.1312426375; 0.1458987775,0.2378037843; 0.0287280561; 0.0051532194
481.0,0.05,3,10.0347577738; 46.3940616321; 209.0972958534,0.0849550804; 0.1301540736; 0.1460534453,0.2285578489; 0.0312407818; 0.0050062430
481.0,0.0505,3,10.3494898109; 43.3268233770; 213.4722207764,0.0864568190; 0.1290131212; 0.1461949427,0.2190854540; 0.0339874924; 0.0048736446
481.0,0.051,3,10.6995506577; 40.4329152722; 217.6102616149,0.0880369411; 0.1278049732; 0.1463253212,0.2093350767; 0.0370221043; 0.0047530411
481.0,0.0515,3,11.0938990467; 37.6764968785; 221.5390515177,0.0897129006; 0.1265105751; 0.1464461797,0.1992358572; 0.0404173270; 0.0046425935
481.0,0.052,3,11.5455905096; 35.0227614838; 225.2810662472,0.0915096997; 0.1251036501; 0.1465587901,0.1886857928; 0.0442766229; 0.0045408520
481.0,0.0525,3,12.0748784607; 32.4335551361; 228.8549052654,0.0934654317; 0.1235450727; 0.1466641826,0.1775287159; 0.0487573327; 0.0044466528
481.0,0.053,3,12.7161202053; 29.8595759149; 232.2761875930,0.0956434923; 0.1217705982; 0.1467632040,0.1655034583; 0.0541215818; 0.0043590476
481.0,0.0535,3,13.5363522860; 27.2211558511; 235.5581956201,0.0981650608; 0.1196583405; 0.1468565594,0.1521083508; 0.0608718315; 0.0042772536
481.0,0.054,3,14.7050691090; 24.3380096665; 238.7123487619,0.1013296088; 0.1169082320; 0.1469448422,0.1360973319; 0.0702548056; 0.0042006164
481.0,0.0545,3,17.2169514508; 20.2061515913; 241.7485591013,0.1068415130; 0.1118153898; 0.1470285575,0.1103353751; 0.0894060906; 0.0041285844
482.0,0.0455,3,8.0991567397; 97.7126423180; 144.4530071948,0.0735712781; 0.1397689920; 0.1433078234,0.3068819377; 0.0126902848; 0.0079314975
482.0,0.046,3,8.2628109067; 86.0556433337; 157.8640134005,0.0747067709; 0.1384323119; 0.1440105451,0.2985522008; 0.0147774086; 0.0071189961
482.0,0.0465,3,8.4358736163; 77.9220577864; 167.7057185768,0.0758673128; 0.1373124174; 0.1444715269,0.2901571372; 0.0166483096; 0.0066098415
482.0,0.047,3,8.6194406414; 71.4391688184; 175.8508055910,0.0770553305; 0.1362738644; 0.1448237828,0.2816873268; 0.0184829504; 0.0062335066
482.0,0.0475,3,8.8148098016; 65.9687745331; 182.9371988117,0.0782736626; 0.1352696747; 0.1451114494,0.2731316929; 0.0203480563; 0.0059343576
482.0,0.048,3,9.0235349185; 61.1991266908; 189.2760734881,0.0795256648; 0.1342754793; 0.1453555369,0.2644770744; 0.0222829010; 0.0056862959
482.0,0.0485,3,9.2474993786; 56.9490043872; 195.0477104198,0.0808153511; 0.1332753744; 0.1455679321,0.2557076479; 0.0243178913; 0.0054747515
482.0,0.049,3,9.4890186623; 53.1010803865; 200.3680288950,0.0821475896; 0.1322570223; 0.1457561018,0.2468041262; 0.0264813662; 0.0052906856
482.0,0.0495,3,9.7509869415; 49.5733450970; 205.3170178141,0.0835283802; 0.1312093857; 0.1459250808,0.2377426201; 0.0288032512; 0.0051280740
482.0,0.05,3,10.0370930519; 46.3048542233; 209.9527736662,0.0849652588; 0.1301213518; 0.1460784434,0.2284929728; 0.0313179441; 0.0049826877
482.0,0.0505,3,10.3521502015; 43.2477337075; 214.3191673888,0.0864679110; 0.1289805938; 0.1462188281,0.2190162353; 0.0340674947; 0.0048514369
482.0,0.051,3,10.7026214858; 40.3621425656; 218.4503574425,0.0880491391; 0.1277722981; 0.1463482440,0.2092606706; 0.0371059793; 0.0047319932
482.0,0.0515,3,11.0975034088; 37.6125752078; 222.3736053164,0.0897264736; 0.1264773636; 0.1464682592,0.1991550864; 0.0405064009; 0.0046225563
482.0,0.052,3,11.5499157468; 34.9644328352; 226.1111155415,0.0915250447; 0.1250694083; 0.1465801233,0.1885969295; 0.0443727438; 0.0045217048
482.0,0.0525,3,12.0802313852; 32.3796456378; 229.6812848601,0.0934831773; 0.1235090920; 0.1466848495,0.1774290370; 0.0488633226; 0.0044282966
482.0,0.053,3,12.7230603143; 29.8088144824; 233.0995776814,0.0956647453; 0.1217317049; 0.1467832713,0.1653881959; 0.0542422912; 0.0043414001
482.0,0.0535,3,13.5460950150; 27.1717362777; 236.3791564104,0.0981921353; 0.1196141640; 0.1468760836,0.1519675921; 0.0610172423; 0.0042602452
482.0,0.054,3,14.7213561807; 24.2856947866; 239.5313459354,0.1013693286; 0.1168519004; 0.1469638717,0.1359020265; 0.0704540273; 0.0041841880
482.0,0.0545,3,17.2926656478; 20.0976394103; 242.5659828817,0.1069845616; 0.1116561777; 0.1470471338,0.1097027361; 0.0900419608; 0.0041126850
483.0,0.0455,3,8.1001536949; 96.8641438234; 146.0504065692,0.0735770737; 0.1396788871; 0.1433946213,0.3068391314; 0.0128259846; 0.0078287639
483.0,0.046,3,8.2638861874; 85.5928013434; 159.0779527478,0.0747128669; 0.1383717151; 0.1440675304,0.2985077907; 0.0148757891; 0.0070550327
483.0,0.0465,3,8.4370373046; 77.6012077329; 168.7798068449,0.0758737378; 0.1372628857; 0.1445171138,0.2901109932; 0.0167336319; 0.0065605171
483.0,0.047,3,8.6207047652; 71.1954680368; 176.8498292439,0.0770621178; 0.1362303915; 0.1448629444,0.2816392978; 0.0185618374; 0.0061923493
483.0,0.0475,3,8.8161888597; 65.7742382576; 183.8890852532,0.0782808514; 0.1352300440; 0.1451463631,0.2730816013; 0.0204235019; 0.0058985509
483.0,0.048,3,9.0250465955; 61.0388217099; 190.1956966406,0.0795333019; 0.1342384652; 0.1453873813,0.2644247096; 0.0223566320; 0.0056543234
483.0,0.0485,3,9.2491655370; 56.8139169874; 195.9440217387,0.0808234927; 0.1332401990; 0.1455974290,0.2556527570; 0.0243910840; 0.0054456899
483.0,0.049,3,9.4908667554; 52.9853068181; 201.2468654444,0.0821563049; 0.1322231372; 0.1457837304,0.2467464005; 0.0265549392; 0.0052639245
483.0,0.0495,3,9.7530520777; 49.4727834644; 206.1824082672,0.0835377550; 0.1311763680; 0.1459511781,0.2376816767; 0.0288780145; 0.0051031864
483.0,0.05,3,10.0394211135; 46.2165208324; 210.8076187967,0.0849754026; 0.1300888444; 0.1461032569,0.2284283266; 0.0313946950; 0.0049593611
483.0,0.0505,3,10.3548027424; 43.1693728490; 215.1656253498,0.0864789665; 0.1289482659; 0.1462425459,0.2189472560; 0.0341470995; 0.0048294353
483.0,0.051,3,10.7056837974; 40.2919859529; 219.2900762242,0.0880612984; 0.1277398108; 0.1463710128,0.2091865136; 0.0371894662; 0.0047111328
483.0,0.0515,3,11.1010986125; 37.5491803524; 223.2078702416,0.0897400059; 0.1264443306; 0.1464901961,0.1990745741; 0.0405950932; 0.0046026913
483.0,0.052,3,11.5542313727; 34.9065589412; 226.9409467576,0.0915403473; 0.1250353372; 0.1466013234,0.1885083324; 0.0444684890; 0.0045027171
483.0,0.0525,3,12.0855749053; 32.3261313729; 230.5075040011,0.0935008802; 0.1234732742; 0.1467053913,0.1773296258; 0.0489689469; 0.0044100892
483.0,0.053,3,12.7299934124; 29.7583967737; 233.9228547707,0.0956859596; 0.1216929637; 0.1468032206,0.1652731838; 0.0543626621; 0.0043238919
483.0,0.0535,3,13.5558416288; 27.1226084245; 237.2000436750,0.0982191909; 0.1195701138; 0.1468954959,0.1518269967; 0.0611624105; 0.0042433679
483.0,0.054,3,14.7377111712; 24.2335728632; 240.3503027047,0.1014091451; 0.1167955740; 0.1469827945,0.1357063861; 0.0706535125; 0.0041678836
483.0,0.0545,3,17.3740896447; 19.9836487199; 243.3833942609,0.1071372763; 0.1114873968; 0.1470656081,0.1090293560; 0.0907185077; 0.0040969034
484.0,0.0455,3,8.1011470025; 96.0678492294; 147.5958568738,0.0735828473; 0.1395931093; 0.1434771092,0.3067964905; 0.0129558383; 0.0077317523
484.0,0.046,3,8.2649575709; 85.1447057650; 160.2773986392,0.0747189400; 0.1383125193; 0.1441231327,0.2984635515; 0.0149722101; 0.0069928998
484.0,0.0465,3,8.4381968203; 77.2876539686; 169.8468499706,0.0758801388; 0.1372141442; 0.1445619298,0.2900650259; 0.0168178059; 0.0065122069
484.0,0.047,3,8.6219644115; 70.9562051566; 177.8446644010,0.0770688799; 0.1361874640; 0.1449015810,0.2815914514; 0.0186398996; 0.0061518773
484.0,0.0475,3,8.8175631019; 65.5827109442; 184.8382104682,0.0782880138; 0.1351908312; 0.1451808804,0.2730316987; 0.0204982894; 0.0058632571
484.0,0.048,3,9.0265530798; 60.8806987259; 191.1133839364,0.0795409111; 0.1342017926; 0.1454189074,0.2643725408; 0.0224298030; 0.0056227595
484.0,0.0485,3,9.2508260829; 56.6804860892; 196.8389211798,0.0808316051; 0.1332053147; 0.1456266592,0.2555980693; 0.0244637794; 0.0054169673
484.0,0.049,3,9.4927087674; 52.8708334003; 202.1246450335,0.0821649893; 0.1321895083; 0.1458111288,0.2466888860; 0.0266280569; 0.0052374534
484.0,0.0495,3,9.7551106106; 49.3732685029; 207.0469938931,0.0835470972; 0.1311435810; 0.1459770724,0.2376209529; 0.0289523512; 0.0050785522
484.0,0.05,3,10.0417419933; 46.1290470898; 211.6618448654,0.0849855119; 0.1300565487; 0.1461278884,0.2283639089; 0.0314710391; 0.0049362599
484.0,0.0505,3,10.3574474705; 43.0917296052; 216.0116051095,0.0864899855; 0.1289161352; 0.1462660982,0.2188785147; 0.0342263111; 0.0048076366
484.0,0.051,3,10.7087376311; 40.2224365265; 220.1294261252,0.0880734192; 0.1277075093; 0.1463936296,0.2091126043; 0.0372725687; 0.0046904574
484.0,0.0515,3,11.1046846981; 37.4863051011; 224.0418527657,0.0897534977; 0.1264114743; 0.1465119921,0.1989943190; 0.0406834072; 0.0045829963
484.0,0.052,3,11.5585374289; 34.8491338778; 227.7705650841,0.0915556077; 0.1250014352; 0.1466223919,0.1884200000; 0.0445638615; 0.0044838869
484.0,0.0525,3,12.0909090648; 32.2730074122; 231.3335668850,0.0935185407; 0.1234376178; 0.1467258095,0.1772304809; 0.0490742083; 0.0043920285
484.0,0.053,3,12.7369195546; 29.7083186330; 234.7460222773,0.0957071353; 0.1216543732; 0.1468230531,0.1651584205; 0.0544826975; 0.0043065213
484.0,0.0535,3,13.5655922709; 27.0737686740; 238.0208602084,0.0982462280; 0.1195261883; 0.1469147973,0.1516865625; 0.0613073394; 0.0042266203
484.0,0.054,3,14.7541354047; 24.1816396058; 241.1692213619,0.1014490609; 0.1167392493; 0.1470016116,0.1355103994; 0.0708532736; 0.0041517017
484.0,0.0545,3,17.4626004160; 19.8627999942; 244.2007951206,0.1073019792; 0.1113067242; 0.1470839814,0.1083054387; 0.0914455281; 0.0040812381
485.0,0.0455,3,8.1021366826; 95.3169506516; 149.0961652107,0.0735885990; 0.1395111177; 0.1435558277,0.3067540142; 0.0130805715; 0.0076397377
485.0,0.046,3,8.2660250786; 84.7104120755; 161.4632948202,0.0747249901; 0.1382546424; 0.1441774340,0.2984194823; 0.0150667839; 0.0069324859
485.0,0.0465,3,8.4393521860; 76.9810777658; 170.9071659089,0.0758865158; 0.1371661624; 0.1446060049,0.2900192341; 0.0169008740; 0.0064648694
485.0,0.047,3,8.6232196044; 70.7212302554; 178.8354602165,0.0770756169; 0.1361450660; 0.1449397083,0.2815437866; 0.0187171597; 0.0061120690
485.0,0.0475,3,8.8189325537; 65.3941085767; 185.7846577090,0.0782951499; 0.1351520265; 0.1452150111,0.2729819841; 0.0205724329; 0.0058284629
485.0,0.048,3,9.0280543986; 60.7247052754; 192.0291870792,0.0795484927; 0.1341654546; 0.1454501215,0.2643205668; 0.0225024241; 0.0055915949
485.0,0.0485,3,9.2524810450; 56.5486764352; 197.7324432444,0.0808396884; 0.1331707166; 0.1456556275,0.2555435838; 0.0245359853; 0.0053885771
485.0,0.049,3,9.4945447288; 52.7576351478; 203.0013918954,0.0821736430; 0.1321561317; 0.1458383009,0.2466315814; 0.0267007254; 0.0052112669
485.0,0.0495,3,9.7571625727; 49.2747817824; 207.9107923732,0.0835564070; 0.1311110216; 0.1460027668,0.2375604474; 0.0290262665; 0.0050541672
485.0,0.05,3,10.0440557261; 46.0424189677; 212.5154651546,0.0849955869; 0.1300244620; 0.1461523403,0.2282997186; 0.0315469809; 0.0049133804
485.0,0.0505,3,10.3600844222; 43.0147930277; 216.8571168746,0.0865009683; 0.1288841992; 0.1462894872,0.2188100102; 0.0343051332; 0.0047860379
485.0,0.051,3,10.7117830253; 40.1534855632; 220.9684151298,0.0880855017; 0.1276753915; 0.1464160962,0.2090389416; 0.0373552905; 0.0046699642
485.0,0.0515,3,11.1082617057; 37.4239423837; 224.8755592235,0.0897669492; 0.1263787930; 0.1465336487,0.1989143197; 0.0407713464; 0.0045634690
485.0,0.052,3,11.5628339567; 34.7921518308; 228.5999756038,0.0915708262; 0.1249677006; 0.1466433303,0.1883319309; 0.0446588645; 0.0044652121
485.0,0.0525,3,12.0962339072; 32.2202689137; 232.1594776250,0.0935361588; 0.1234021214; 0.1467461054,0.1771316008; 0.0491791098; 0.0043741127
485.0,0.053,3,12.7438387959; 29.6585759748; 235.5690835516,0.0957282728; 0.1216159319; 0.1468427699,0.1650439045; 0.0546024002; 0.0042892866
485.0,0.0535,3,13.5753470857; 27.0252134651; 238.8416087517,0.0982732470; 0.1194823859; 0.1469339889,0.1515462872; 0.0614520326; 0.0042100007
485.0,0.054,3,14.7706302382; 24.1298907377; 241.9881041556,0.1014890785; 0.1166829228; 0.1470203242,0.1353140547; 0.0710533233; 0.0041356410
485.0,0.0545,3,17.5602240133; 19.7330646693; 245.0181873067,0.1074820844; 0.1111107446; 0.1471022547,0.1075165836; 0.0922374237; 0.0040656879
486.0,0.045,3,7.9476652336; 118.0867045089; 125.2670119550,0.0724806946; 0.1415752701; 0.1421006336,0.3149901287; 0.0101222333; 0.0094297475
486.0,0.0455,3,8.1031227552; 94.6059792443; 150.5567996469,0.0735943290; 0.1394324771; 0.1436312121,0.3067117015; 0.0132007684; 0.0075521367
486.0,0.046,3,8.2670887315; 84.2890688637; 162.6364919284,0.0747310176; 0.1381980103; 0.1442305084,0.2983755819; 0.0151596120; 0.0068736904
486.0,0.0465,3,8.4405034242; 76.6811817233; 171.9610512921,0.0758928691; 0.1371189120; 0.1446493677,0.2899736168; 0.0169828761; 0.0064184655
486.0,0.047,3,8.6244703676; 70.4904010992; 179.8223581604,0.0770823290; 0.1361031827; 0.1449773409,0.2814963023; 0.0187936388; 0.0060729038
486.0,0.0475,3,8.8202972404; 65.2083506659; 186.7285067050,0.0783022598; 0.1351136207; 0.1452487642,0.2729324565; 0.0206459462; 0.0057941554
486.0,0.048,3,9.0295505789; 60.5707907741; 192.9431558974,0.0795560468; 0.1341294449; 0.1454810301,0.2642687865; 0.0225745051; 0.0055608207
486.0,0.0485,3,9.2541304521; 56.4184538768; 198.6246213292,0.0808477427; 0.1331363999; 0.1456843385,0.2554892993; 0.0246077090; 0.0053605125
486.0,0.049,3,9.4963746702; 52.6456877791; 203.8771295631,0.0821822661; 0.1321230036; 0.1458652501,0.2465744857; 0.0267729509; 0.0051853600
486.0,0.0495,3,9.7592079965; 49.1773053449; 208.7738209206,0.0835656846; 0.1310786866; 0.1460282641,0.2375001592; 0.0290997655; 0.0050300271
486.0,0.05,3,10.0463623461; 45.9566227699; 213.3684926192,0.0850056279; 0.1299925817; 0.1461766151,0.2282357543; 0.0316225248; 0.0048907192
486.0,0.0505,3,10.3627136340; 42.9385524084; 217.7021706149,0.0865119150; 0.1288524558; 0.1463127149,0.2187417412; 0.0343835699; 0.0047646363
